company_code,journal_no,line_no,posting_date,account_code,debit_lc,credit_lc,user_id
CANON,869,1,2026-01-05 00:00:00,510101010101,526985.88,0,unknown
CANON,870,1,2026-01-05 00:00:00,510101010103,293327.83,0,unknown
CANON,870,3,2026-01-05 00:00:00,540101010101,40288.42,0,unknown
CANON,871,1,2026-01-05 00:00:00,540101010101,120865.26,0,unknown
CANON,873,2,2026-01-05 00:00:00,710101010104,0,0,unknown
CANON,877,1,2026-01-05 00:00:00,540101010101,40288.42,0,unknown
CANON,878,1,2026-01-05 00:00:00,540101010101,24250,0,unknown
CANON,880,1,2026-01-05 00:00:00,540101010101,40288.42,0,unknown
CANON,881,1,2026-01-05 00:00:00,540101010101,45197.27,0,unknown
CANON,882,2,2026-01-05 00:00:00,710101010104,0,0,unknown
CANON,887,2,2026-01-05 00:00:00,710101010104,0,0,unknown
CANON,888,2,2026-01-05 00:00:00,710101010104,0,0,unknown
CANON,893,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,893,2,2026-01-05 00:00:00,440101010101,0,75000,unknown
CANON,894,1,2026-01-05 00:00:00,520101010104,147139.13,0,unknown
CANON,895,1,2026-01-05 00:00:00,540101010101,185403.68,0,unknown
CANON,896,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,896,2,2026-01-05 00:00:00,420101010104,0,165000,unknown
CANON,897,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,897,2,2026-01-05 00:00:00,410101010101,0,500000,unknown
CANON,898,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,898,2,2026-01-05 00:00:00,440101010101,0,75000,unknown
CANON,899,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,899,2,2026-01-05 00:00:00,440101010101,0,80000,unknown
CANON,900,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,900,2,2026-01-05 00:00:00,410101010103,0,355000,unknown
CANON,900,3,2026-01-05 00:00:00,440101010101,0,75000,unknown
CANON,901,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,901,2,2026-01-05 00:00:00,440101010101,0,340000,unknown
CANON,902,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,902,2,2026-01-05 00:00:00,410101010103,0,280000,unknown
CANON,903,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,903,2,2026-01-05 00:00:00,440101010101,0,180000,unknown
CANON,904,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,904,2,2026-01-05 00:00:00,440101010101,0,38000,unknown
CANON,909,1,2026-01-03 00:00:00,810101010101,0,0,unknown
CANON,911,2,2026-01-05 00:00:00,710101010104,0,0,unknown
CANON,918,1,2026-01-04 00:00:00,810101010101,0,0,unknown
CANON,918,2,2026-01-04 00:00:00,410201010103,0,463500,unknown
CANON,920,1,2026-01-04 00:00:00,810101010101,0,0,unknown
CANON,920,2,2026-01-04 00:00:00,410101020101,0,255000,unknown
CANON,922,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,922,2,2026-01-05 00:00:00,410101010103,0,2070000.01,unknown
CANON,923,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,923,2,2026-01-05 00:00:00,410101020101,0,765000,unknown
CANON,924,1,2026-01-04 00:00:00,810101010101,0,0,unknown
CANON,924,2,2026-01-04 00:00:00,410101010103,0,135000,unknown
CANON,925,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,925,2,2026-01-05 00:00:00,410201030102,0,105769.23,unknown
CANON,925,3,2026-01-05 00:00:00,440101010101,0,59230.77,unknown
CANON,927,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,927,2,2026-01-05 00:00:00,430101010101,0,50000,unknown
CANON,927,4,2026-01-05 00:00:00,530101010101,36000,0,unknown
CANON,928,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,928,2,2026-01-05 00:00:00,450101010104,0,15000,unknown
CANON,932,1,2026-01-04 00:00:00,550101010101,639370,0,unknown
CANON,934,1,2026-01-05 00:00:00,550101010101,158991.58,0,unknown
CANON,936,1,2026-01-05 00:00:00,540101010101,147506,0,unknown
CANON,937,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,937,2,2026-01-05 00:00:00,450101010104,0,50000,unknown
CANON,938,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,938,2,2026-01-05 00:00:00,420101010102,0,65000,unknown
CANON,938,3,2026-01-05 00:00:00,430101010101,0,25000,unknown
CANON,938,5,2026-01-05 00:00:00,520101010102,40710,0,unknown
CANON,938,7,2026-01-05 00:00:00,530101010101,7000,0,unknown
CANON,940,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,940,2,2026-01-05 00:00:00,440101010101,0,80000,unknown
CANON,940,4,2026-01-05 00:00:00,540101010101,66182.82,0,unknown
CANON,941,1,2026-01-04 00:00:00,810101010101,0,0,unknown
CANON,941,2,2026-01-04 00:00:00,410101010101,0,3586104.87,unknown
CANON,941,3,2026-01-04 00:00:00,410101010103,0,121089.26,unknown
CANON,941,4,2026-01-04 00:00:00,440101010101,0,53791.57,unknown
CANON,941,5,2026-01-04 00:00:00,410101060101,0,489014.3,unknown
CANON,943,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,944,2,2026-01-06 00:00:00,710101010104,0,0,unknown
CANON,997,1,2026-01-06 00:00:00,550101010101,253176.64,0,unknown
CANON,998,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1000,2,2026-01-06 00:00:00,710101010104,0,0,unknown
CANON,1002,1,2026-01-06 00:00:00,510201010103,266497.7,0,unknown
CANON,1003,1,2026-01-06 00:00:00,510101010102,6915200.32,0,unknown
CANON,1003,3,2026-01-06 00:00:00,510101060101,1857962.88,0,unknown
CANON,1003,5,2026-01-06 00:00:00,510101010103,1942120.72,0,unknown
CANON,1003,7,2026-01-06 00:00:00,540101010101,183748.28,0,unknown
CANON,1006,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1006,2,2026-01-06 00:00:00,430101010101,0,1080000,unknown
CANON,1006,4,2026-01-06 00:00:00,530101010101,850000,0,unknown
CANON,1007,1,2026-01-06 00:00:00,510101010103,3576139.68,0,unknown
CANON,1008,1,2026-01-06 00:00:00,550101010105,942313.89,0,unknown
CANON,1010,2,2026-01-06 00:00:00,710101010104,0,0,unknown
CANON,1017,2,2026-01-06 00:00:00,710101010104,0,0,unknown
CANON,1025,2,2026-01-06 00:00:00,710101010104,0,5000,unknown
CANON,1026,2,2026-01-06 00:00:00,710101010104,0,-5000,unknown
CANON,1029,2,2026-01-06 00:00:00,710101010104,0,0,unknown
CANON,1033,1,2026-01-06 00:00:00,550101010101,252985.99,0,unknown
CANON,1035,1,2026-01-06 00:00:00,510201010103,417541.78,0,unknown
CANON,1035,3,2026-01-06 00:00:00,540101010101,62064.83,0,unknown
CANON,1036,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1036,2,2026-01-06 00:00:00,440101010101,0,180000,unknown
CANON,1037,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1037,2,2026-01-06 00:00:00,440101010101,0,100000,unknown
CANON,1037,3,2026-01-06 00:00:00,450101010104,0,25000,unknown
CANON,1037,5,2026-01-06 00:00:00,540101010101,62142.85,0,unknown
CANON,1039,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1039,2,2026-01-06 00:00:00,440101010101,0,5000,unknown
CANON,1039,3,2026-01-06 00:00:00,450101010104,0,60000,unknown
CANON,1039,5,2026-01-06 00:00:00,540101010101,1672.38,0,unknown
CANON,1046,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1046,2,2026-01-06 00:00:00,440101010101,0,-50000,unknown
CANON,1046,4,2026-01-06 00:00:00,540101010101,-62142.85,0,unknown
CANON,1047,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1047,2,2026-01-06 00:00:00,440101010101,0,-50000,unknown
CANON,1050,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1050,2,2026-01-06 00:00:00,440101010101,0,25000,unknown
CANON,1050,4,2026-01-06 00:00:00,540101010101,62142.85,0,unknown
CANON,1059,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1059,2,2026-01-06 00:00:00,410101010103,0,4260000,unknown
CANON,1060,2,2026-01-07 00:00:00,710101010104,0,0,unknown
CANON,1061,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1061,2,2026-01-07 00:00:00,440101010101,0,20000,unknown
CANON,1061,3,2026-01-07 00:00:00,450101010104,0,35000,unknown
CANON,1061,5,2026-01-07 00:00:00,540101010101,13978.39,0,unknown
CANON,1062,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1062,2,2026-01-07 00:00:00,440101010101,0,5000,unknown
CANON,1062,3,2026-01-07 00:00:00,450101010104,0,30000,unknown
CANON,1062,5,2026-01-07 00:00:00,540101010101,1672.38,0,unknown
CANON,1063,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1063,2,2026-01-07 00:00:00,440101010101,0,5000,unknown
CANON,1063,3,2026-01-07 00:00:00,450101010104,0,30000,unknown
CANON,1063,5,2026-01-07 00:00:00,540101010101,1672.38,0,unknown
CANON,1064,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1064,2,2026-01-07 00:00:00,440101010101,0,15000,unknown
CANON,1064,3,2026-01-07 00:00:00,450101010104,0,40000,unknown
CANON,1064,5,2026-01-07 00:00:00,540101010101,12306.01,0,unknown
CANON,1066,1,2026-01-07 00:00:00,510101010102,1978056.19,0,unknown
CANON,1066,3,2026-01-07 00:00:00,510101060101,464490.72,0,unknown
CANON,1066,5,2026-01-07 00:00:00,510101010103,485530.18,0,unknown
CANON,1066,7,2026-01-07 00:00:00,540101010101,45937.07,0,unknown
CANON,1067,2,2026-01-07 00:00:00,710101010104,0,0,unknown
CANON,1072,1,2026-01-07 00:00:00,510201030102,779432.66,0,unknown
CANON,1073,1,2026-01-07 00:00:00,550101010101,389183.07,0,unknown
CANON,1080,1,2026-01-07 00:00:00,530101010101,18000,0,unknown
CANON,1080,3,2026-01-07 00:00:00,540101010101,99611.9,0,unknown
CANON,1080,5,2026-01-07 00:00:00,510101010103,29044.43,0,unknown
CANON,1081,1,2026-01-07 00:00:00,530101010101,4500,0,unknown
CANON,1082,1,2026-01-07 00:00:00,520101010103,261130.12,0,unknown
CANON,1082,3,2026-01-07 00:00:00,530101010101,9000,0,unknown
CANON,1089,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1089,2,2026-01-06 00:00:00,440101010101,0,0,unknown
CANON,1089,4,2026-01-06 00:00:00,550101010101,184000,0,unknown
CANON,1092,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1092,2,2026-01-06 00:00:00,410101010103,0,0,unknown
CANON,1093,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1093,2,2026-01-06 00:00:00,410201010103,0,0,unknown
CANON,1102,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1102,2,2026-01-08 00:00:00,440101010101,0,85000,unknown
CANON,1102,3,2026-01-08 00:00:00,450101010104,0,100000,unknown
CANON,1102,5,2026-01-08 00:00:00,540101010101,62142.85,0,unknown
CANON,1110,1,2026-01-08 00:00:00,510101010102,3493678.12,0,unknown
CANON,1110,3,2026-01-08 00:00:00,510101010103,714810.6,0,unknown
CANON,1110,5,2026-01-08 00:00:00,540101010101,91874.14,0,unknown
CANON,1112,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1112,2,2026-01-08 00:00:00,450101010104,0,50000,unknown
CANON,1135,1,2026-01-08 00:00:00,510101010103,56832.48,0,unknown
CANON,1135,3,2026-01-08 00:00:00,510201030102,779432.66,0,unknown
CANON,1153,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1153,2,2026-01-08 00:00:00,440101010101,0,20000,unknown
CANON,1153,3,2026-01-08 00:00:00,430101010101,0,10000,unknown
CANON,1153,5,2026-01-08 00:00:00,540101010101,6000,0,unknown
CANON,1153,7,2026-01-08 00:00:00,530101010101,7000,0,unknown
CANON,1154,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1154,2,2026-01-08 00:00:00,410101010103,0,90000,unknown
CANON,1154,3,2026-01-08 00:00:00,410201030102,0,960000,unknown
CANON,1157,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1157,2,2026-01-08 00:00:00,410101020101,0,75000,unknown
CANON,1157,3,2026-01-08 00:00:00,450101010104,0,100000,unknown
CANON,1157,5,2026-01-08 00:00:00,510101020101,45095.17,0,unknown
CANON,1158,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1159,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1159,2,2026-01-08 00:00:00,450101010104,0,15000,unknown
CANON,1161,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1161,2,2026-01-08 00:00:00,440101010101,0,73000,unknown
CANON,1161,3,2026-01-08 00:00:00,450101010104,0,60000,unknown
CANON,1161,5,2026-01-08 00:00:00,540101010101,34899.3,0,unknown
CANON,1162,1,2026-01-08 00:00:00,510201030102,1319163.53,0,unknown
CANON,1167,1,2026-01-08 00:00:00,540101010101,15642685.34,0,unknown
CANON,1175,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1176,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1177,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1180,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1181,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1182,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1185,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1186,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1187,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1188,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1189,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1190,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1191,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1191,2,2026-01-08 00:00:00,410201030102,0,1650000,unknown
CANON,1193,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1194,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1195,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1196,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1197,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1198,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1199,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1200,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1201,1,2026-01-08 00:00:00,520101010103,412011.42,0,unknown
CANON,1202,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1207,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1208,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1208,2,2026-01-08 00:00:00,420101010103,0,425000,unknown
CANON,1209,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1211,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1214,2,2026-01-08 00:00:00,710101010104,0,0,unknown
CANON,1215,1,2026-01-08 00:00:00,510101010103,714810.6,0,unknown
CANON,1216,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1216,2,2026-01-08 00:00:00,410101010103,0,880000,unknown
CANON,1217,1,2026-01-08 00:00:00,510101020101,263855.41,0,unknown
CANON,1220,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1220,2,2026-01-08 00:00:00,450101010104,0,150000,unknown
CANON,1223,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1223,2,2026-01-08 00:00:00,410101020101,0,340000,unknown
CANON,1224,1,2026-01-08 00:00:00,520101010103,1871514.42,0,unknown
CANON,1225,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1225,2,2026-01-08 00:00:00,420101010103,0,2100000,unknown
CANON,1231,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1231,2,2026-01-08 00:00:00,430101010101,0,40000,unknown
CANON,1231,3,2026-01-08 00:00:00,440101010101,0,140000,unknown
CANON,1231,4,2026-01-08 00:00:00,410101010103,0,50000,unknown
CANON,1234,1,2026-01-08 00:00:00,520101010103,2884079.94,0,unknown
CANON,1234,3,2026-01-08 00:00:00,510101010102,6987356.24,0,unknown
CANON,1234,5,2026-01-08 00:00:00,510101010103,1429621.2,0,unknown
CANON,1234,7,2026-01-08 00:00:00,540101010101,183748.28,0,unknown
CANON,1236,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1236,2,2026-01-08 00:00:00,420101010103,0,2771008.95,unknown
CANON,1236,3,2026-01-08 00:00:00,410101010102,0,7600481.69,unknown
CANON,1236,4,2026-01-08 00:00:00,410101010103,0,1788348.63,unknown
CANON,1236,5,2026-01-08 00:00:00,440101010101,0,215160.73,unknown
CANON,1237,1,2026-01-08 00:00:00,520101010104,147139.13,0,unknown
CANON,1237,3,2026-01-08 00:00:00,520101010103,261130.12,0,unknown
CANON,1238,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1238,2,2026-01-08 00:00:00,420101010104,0,164891.3,unknown
CANON,1238,3,2026-01-08 00:00:00,420101010103,0,245108.7,unknown
CANON,1241,1,2026-01-08 00:00:00,510101010101,1894792.96,0,unknown
CANON,1241,3,2026-01-08 00:00:00,510101010103,1131630.85,0,unknown
CANON,1241,5,2026-01-08 00:00:00,510101010102,1686072.32,0,unknown
CANON,1241,7,2026-01-08 00:00:00,510101060101,464490.72,0,unknown
CANON,1241,9,2026-01-08 00:00:00,510101020101,6266731.99,0,unknown
CANON,1241,11,2026-01-08 00:00:00,520101010103,2044723.15,0,unknown
CANON,1241,13,2026-01-08 00:00:00,510201010102,451212.2,0,unknown
CANON,1243,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1243,2,2026-01-08 00:00:00,410101010101,0,2012119.56,unknown
CANON,1243,3,2026-01-08 00:00:00,410101010103,0,1369570.02,unknown
CANON,1243,4,2026-01-08 00:00:00,410101010102,0,2742936.57,unknown
CANON,1243,5,2026-01-08 00:00:00,410101060101,0,673870.23,unknown
CANON,1243,6,2026-01-08 00:00:00,410101020101,0,7868146.77,unknown
CANON,1243,7,2026-01-08 00:00:00,420101010103,0,2088048.6,unknown
CANON,1243,8,2026-01-08 00:00:00,420101020101,0,740308.25,unknown
CANON,1244,1,2026-01-08 00:00:00,520101010102,267947.73,0,unknown
CANON,1244,3,2026-01-08 00:00:00,510101010103,518663.44,0,unknown
CANON,1244,5,2026-01-08 00:00:00,540101010101,255273.25,0,unknown
CANON,1244,7,2026-01-08 00:00:00,510201010102,21103.07,0,unknown
CANON,1245,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1245,2,2026-01-08 00:00:00,420101010102,0,244995.83,unknown
CANON,1245,3,2026-01-08 00:00:00,410101010103,0,666388.66,unknown
CANON,1245,4,2026-01-08 00:00:00,440101010101,0,253815.68,unknown
CANON,1245,5,2026-01-08 00:00:00,420101020101,0,9799.83,unknown
CANON,1252,1,2026-01-10 00:00:00,540101010101,221259,0,unknown
CANON,1254,1,2026-01-08 00:00:00,610101010108,540000,0,unknown
CANON,1255,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1255,2,2026-01-06 00:00:00,620101010102,2960000,0,unknown
CANON,1260,2,2026-01-10 00:00:00,710101010104,0,26000,unknown
CANON,1260,3,2026-01-10 00:00:00,710101010104,0,0,unknown
CANON,1263,2,2026-01-10 00:00:00,710101010104,0,0,unknown
CANON,1264,1,2026-01-10 00:00:00,510101010102,1978056.19,0,unknown
CANON,1264,3,2026-01-10 00:00:00,510101060101,464490.72,0,unknown
CANON,1264,5,2026-01-10 00:00:00,510101010103,485530.18,0,unknown
CANON,1264,7,2026-01-10 00:00:00,540101010101,45937.07,0,unknown
CANON,1270,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1270,2,2026-01-10 00:00:00,410101010103,0,365000,unknown
CANON,1270,4,2026-01-10 00:00:00,510101010103,250947.29,0,unknown
CANON,1274,1,2026-01-06 00:00:00,710101010115,26910000,0,unknown
CANON,1275,1,2026-01-06 00:00:00,710101010115,0,26910000,unknown
CANON,1279,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1279,2,2026-01-10 00:00:00,410101010103,0,163000,unknown
CANON,1279,4,2026-01-10 00:00:00,510101010103,75588.86,0,unknown
CANON,1280,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1280,2,2026-01-10 00:00:00,440101010101,0,120000,unknown
CANON,1280,3,2026-01-10 00:00:00,450101010104,0,75000,unknown
CANON,1280,5,2026-01-10 00:00:00,540101010101,62142.85,0,unknown
CANON,1286,1,2026-01-10 00:00:00,540101010101,40000,0,unknown
CANON,1287,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1287,2,2026-01-10 00:00:00,440101010101,0,70000,unknown
CANON,1289,1,2026-01-10 00:00:00,540101010101,99611.9,0,unknown
CANON,1291,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1291,2,2026-01-10 00:00:00,440101010101,0,140000,unknown
CANON,1294,1,2026-01-05 00:00:00,810101010101,0,0,unknown
CANON,1294,2,2026-01-05 00:00:00,440101010101,0,0,unknown
CANON,1295,1,2026-01-06 00:00:00,510201010103,-266497.7,0,unknown
CANON,1296,1,2026-01-10 00:00:00,550101010101,266497.7,0,unknown
CANON,1298,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1298,2,2026-01-10 00:00:00,410201010103,0,0,unknown
CANON,1299,1,2026-01-06 00:00:00,810101010101,0,0,unknown
CANON,1299,2,2026-01-06 00:00:00,410201010105,0,0,unknown
CANON,1303,1,2026-01-04 00:00:00,810101010101,0,0,unknown
CANON,1303,2,2026-01-04 00:00:00,440101010101,0,0,unknown
CANON,1304,1,2026-01-11 00:00:00,550101010101,125977.38,0,unknown
CANON,1305,1,2026-01-11 00:00:00,550101010102,2597418.45,0,unknown
CANON,1306,1,2026-01-11 00:00:00,550101010101,757255.86,0,unknown
CANON,1307,1,2026-01-11 00:00:00,550101010101,364982.87,0,unknown
CANON,1310,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1310,2,2026-01-07 00:00:00,410101010102,0,2994123.07,unknown
CANON,1310,3,2026-01-07 00:00:00,410101060101,0,676538.96,unknown
CANON,1310,4,2026-01-07 00:00:00,410101010103,0,576893.13,unknown
CANON,1310,5,2026-01-07 00:00:00,440101010101,0,52444.84,unknown
CANON,1311,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1311,2,2026-01-10 00:00:00,410101010102,0,2994123.07,unknown
CANON,1311,3,2026-01-10 00:00:00,410101060101,0,676538.96,unknown
CANON,1311,4,2026-01-10 00:00:00,410101010103,0,576893.13,unknown
CANON,1311,5,2026-01-10 00:00:00,440101010101,0,52444.84,unknown
CANON,1314,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1314,2,2026-01-08 00:00:00,440101010101,0,27660000,unknown
CANON,1315,1,2026-01-11 00:00:00,510101020101,3064951.85,0,unknown
CANON,1317,2,2026-01-11 00:00:00,710101010104,0,0,unknown
CANON,1319,1,2026-01-11 00:00:00,810101010101,0,0,unknown
CANON,1319,2,2026-01-11 00:00:00,450101010104,0,15000,unknown
CANON,1329,1,2026-01-11 00:00:00,710101010104,0,0,unknown
CANON,1333,1,2026-01-07 00:00:00,810101010101,0,0,unknown
CANON,1333,2,2026-01-07 00:00:00,440101010101,0,0,unknown
CANON,1334,1,2026-01-10 00:00:00,810101010101,0,0,unknown
CANON,1334,2,2026-01-10 00:00:00,440101010101,0,345000,unknown
CANON,1335,1,2026-01-08 00:00:00,810101010101,0,0,unknown
CANON,1335,2,2026-01-08 00:00:00,410101010102,0,4035686.59,unknown
CANON,1335,3,2026-01-08 00:00:00,410101010103,0,949573.32,unknown
CANON,1335,4,2026-01-08 00:00:00,440101010101,0,114740.1,unknown
CANON,1336,1,2026-01-11 00:00:00,710101010104,0.01,0,unknown
CANON,1339,2,2026-01-11 00:00:00,710101010104,0,0,unknown
CANON,1341,2,2026-01-11 00:00:00,710101010104,0,0,unknown
CANON,1350,1,2026-01-13 00:00:00,810101010101,0,0,unknown
CANON,1350,2,2026-01-13 00:00:00,450101010103,0,150000,unknown
CANON,1354,1,2026-01-13 00:00:00,550101010101,519483.69,0,unknown
CANON,1358,2,2026-01-13 00:00:00,710101010104,0,0,unknown
CANON,1361,1,2026-01-13 00:00:00,640101010101,27000,0,unknown
CANON,1365,2,2026-01-13 00:00:00,710101010104,0,0,unknown
CANON,1370,1,2026-01-14 00:00:00,540101010101,16600,0,unknown
CANON,1371,1,2026-01-14 00:00:00,810101010101,0,0,unknown
CANON,1371,2,2026-01-14 00:00:00,440101010101,0,35000,unknown
