company_code,item_id,item_group,uom,active_flag
CANON,2785B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2789B002BA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2790B001AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2793B002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2794B001AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2797B002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2798B001AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2801B002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2802B001AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,2886C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,2889C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,2890C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,2891C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,2893C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,2900-3010,#N/A,,1
CANON,3013C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3014C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3015C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3016C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3021C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3022C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3023C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3024C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3151C003AE,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,3258C003AA,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,3484B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,3526C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3630B001AB,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,3760C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3763C002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3764B002AA,B2B - DS Copier \ Office Copier (VLP) / PY - PP Light Service,,1
CANON,3766B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3767C002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3768C002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3769C002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,3813C001AA,B2B - DS Copier \ DS Copier Accessories,,1
CANON,3827C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,4000C002AA,B2B - DS Copier \ DS Copier Accessories,,1
CANON,4293C004AA,B2B - DS Copier \ Office Copier / CF - Office B&W,,1
CANON,4311C001AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,4463C007AD,B2C - Opp \ MB - Machine / CD - IJ MFP (Inkjet Multi Function Printer),,1
CANON,4463C007BD,B2C - Opp \ MB - Machine / CD - IJ MFP (Inkjet Multi Function Printer),,1
CANON,4471C009AA,B2C - Opp \ MB - Machine / CD - IJ MFP (Inkjet Multi Function Printer),,1
CANON,4505V956,B2B - DS Copier \ Output Management / FX - OM Software Sales,,1
CANON,4624B003ABC,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,4766C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,4917C002AA,B2B - DS Copier \ DS Copier Accessories,,1
CANON,4Y8-3044-030000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5091C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5092C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5093C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5094C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5099C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5100C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5101C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5102C002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,5142C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5144C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5146C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5147C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5148C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5149C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5158C001AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5158C004AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5158C009AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5159C001AA,B2C - Opp \ MB - Machine / CR - Laser SFP (Single Function Printer),,1
CANON,5159C004AA,B2C - Opp \ MB - Machine / CR - Laser SFP (Single Function Printer),,1
CANON,5160C007AA,B2B - DS Copier \ Office Copier / CF - Office B&W,,1
CANON,5161C007BA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5252B004AB,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5455C012AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5620C001AA,B2C - Opp \ MB - Machine / CR - Laser SFP (Single Function Printer),,1
CANON,5621C001AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5745C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5746C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5747C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5748C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5749C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5750C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5751C001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,5753C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5754C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5755C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5756C002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5761C001AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5761C001AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5762C001AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5763C001AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5764C001AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,5770A064AA,B2B - DS Copier \ Paper / FW - 3rd Party Solutions business,,1
CANON,5846C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5847C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5938C017AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5942C001AA,B2B - DS Copier \ Office Copier / CF - Office B&W,,1
CANON,5951C008BA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,5952C013AA,B2C - Opp \ MB - Machine / CR - Laser SFP (Single Function Printer),,1
CANON,5961C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5962C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5963C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5964C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5965C005AA,B2B - DS Copier \ Office Copier / CG - Office Colour,,1
CANON,5973C005AA,B2B - DS Copier \ Office Copier / CF - Office B&W,,1
CANON,5975C005AA,B2B - DS Copier \ Office Copier / CF - Office B&W,,1
CANON,5989C009AA,B2C - Opp \ MB - Machine / CQ - IJ SFP (Inkjet Single Function Printer),,1
CANON,5991C009AA,B2C - Opp \ MB - Machine / CQ - IJ SFP (Inkjet Single Function Printer),,1
CANON,6117B004AA,B2B - IPS \ Prod Sol Copier / SJ - DP Service,,1
CANON,6238C003AA,B2B - IPS \ LFP / BR - LFP - BU,,1
CANON,6246C003AA,B2B - IPS \ LFP / BR - LFP - BU,,1
CANON,6269B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,6269C001AA,B2B - IPS \ LFP / GJ - LFP-BU Consume,,1
CANON,6270B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,6271B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,6272B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,6357C002AA,B2B - IPS \ IPS Accessories,,1
CANON,6693C001AA,B2B - IPS \ WFP / SH - WFP Service TDS,,1
CANON,6693C002AA,B2B - IPS \ WFP / SH - WFP Service TDS,,1
CANON,6693C003AA,B2B - IPS \ WFP / SH - WFP Service TDS,,1
CANON,6693C004AA,B2B - IPS \ WFP / SH - WFP Service TDS,,1
CANON,6908B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,6928C008AA,B2C - Opp \ MB - Machine / CH - Laser MFP (Multi Function Printer),,1
CANON,6954B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,6G3-0097-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,6G3-0131-050000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,6G3-0271-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,6G3-0272-000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,6G3-0272-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,7183C001BA,B2B - DS Copier \ DS Copier Accessories,,1
CANON,8065B001AA  000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,8066B001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,8067B001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,8068B001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,8069B001AA,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,8468B006AA,B2C - Opp \ MB - Machine / CR - Laser SFP (Single Function Printer),,1
CANON,8524B002AB,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,8525B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,8526B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,8527B002AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,8528B003AA,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,9435B002AA,B2C - Opp \ CN - Toner Cartridges / GR - Laser Cartridge,,1
CANON,9705B003AA,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,9725B003AL,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,CAN-BLD-003,#N/A,,1
CANON,CET-001,#N/A,,1
CANON,CET-005,#N/A,,1
CANON,CET-006,#N/A,,1
CANON,CET-010,#N/A,,1
CANON,CET-011,#N/A,,1
CANON,CET-013,#N/A,,1
CANON,CORA-0003,#N/A,,1
CANON,CORA-0055,#N/A,,1
CANON,CORA-0060,#N/A,,1
CANON,CORA-0074,#N/A,,1
CANON,CORA-0080,#N/A,,1
CANON,CORA-0090,#N/A,,1
CANON,CORA-0093,#N/A,,1
CANON,CORA-0094,#N/A,,1
CANON,CORA-0095,#N/A,,1
CANON,CORA-0096,#N/A,,1
CANON,CORA-0099,#N/A,,1
CANON,CORA-0100,#N/A,,1
CANON,CORA-0103,#N/A,,1
CANON,CORA-0104,#N/A,,1
CANON,CORA-0106,#N/A,,1
CANON,CORA-0119,#N/A,,1
CANON,CORA-0128,#N/A,,1
CANON,CORA-0161,#N/A,,1
CANON,CORA-0174,#N/A,,1
CANON,CORA-0216,#N/A,,1
CANON,CORA-0221,#N/A,,1
CANON,CORA-0223,#N/A,,1
CANON,CORA-0224,#N/A,,1
CANON,CORA-0230,#N/A,,1
CANON,CORA-0241,#N/A,,1
CANON,CORA-0256,#N/A,,1
CANON,CORA-0260,#N/A,,1
CANON,CORA-0269,#N/A,,1
CANON,CORA-0396,#N/A,,1
CANON,CORA-0410,#N/A,,1
CANON,CORA-0415,#N/A,,1
CANON,CORA-0424,#N/A,,1
CANON,CORA-0519,#N/A,,1
CANON,CORA-0524,#N/A,,1
CANON,CORA-0606,#N/A,,1
CANON,CORA-0607,#N/A,,1
CANON,CORA-0608,#N/A,,1
CANON,CORA-0609,#N/A,,1
CANON,CORA-0610,#N/A,,1
CANON,CORA-0615,#N/A,,1
CANON,CORA-611,#N/A,,1
CANON,CORA-612,#N/A,,1
CANON,CORA-613,#N/A,,1
CANON,CORA-614,#N/A,,1
CANON,CORA-615,#N/A,,1
CANON,CORA-616,#N/A,,1
CANON,CORA-617,#N/A,,1
CANON,CORA-618,#N/A,,1
CANON,CORA-619,#N/A,,1
CANON,CORA-620,#N/A,,1
CANON,CORA-621,#N/A,,1
CANON,CORA-623,#N/A,,1
CANON,CORA-624,#N/A,,1
CANON,CORA-625,#N/A,,1
CANON,CORA-626,#N/A,,1
CANON,CORA-627,#N/A,,1
CANON,CORA-628,#N/A,,1
CANON,CORA-629,#N/A,,1
CANON,CORA-630,#N/A,,1
CANON,CORA-631,#N/A,,1
CANON,CORA-632,#N/A,,1
CANON,CORA-633,#N/A,,1
CANON,CORA-634,#N/A,,1
CANON,CORA-635,#N/A,,1
CANON,CYLINDER-2016,#N/A,,1
CANON,CYLINDER-2520,#N/A,,1
CANON,Electric charging roll C710,#N/A,,1
CANON,FB6-3405-000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC0-5080-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC0-8030-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC0-9450-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC0-9631-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC0-9786-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC0-9857-010000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC5-2524-0000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC5-2524-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC5-2526-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC5-2528-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC5-8829-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC5-9156-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC6-4910-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FC8-2281-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC8-7160-00000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FC8-7160-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FE2-J700-000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FE3-1881-010000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FE3-2344-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,Films 125,#N/A,,1
CANON,FK4-7194-000000,#N/A,,1
CANON,FL0-4500-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FL0-6467-0000,#N/A,,1
CANON,FL1-1302,#N/A,,1
CANON,FL1-1303-000,#N/A,,1
CANON,FL2-8915-010000,#N/A,,1
CANON,FL4-3743-000,#N/A,,1
CANON,FL4-4740-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM0-1464-030000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-B028-000,#N/A,,1
CANON,FM1-B264-040,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-B266-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-D281-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-D410-000000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FM1-J024-030000,#N/A,,1
CANON,FM1-K441-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-T299,#N/A,,1
CANON,FM1-Y640-030,B2B - DS Copier \ DS Copier Accessories,,1
CANON,FM1-Z225-010000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-Z226-01000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FM1-Z226-010000,B2B - IPS \ Prod Sol Copier / PX - Prod Sol Service,,1
CANON,FM1-Z577-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM1-Z722-000,#N/A,,1
CANON,FM2-C629-000000,#N/A,,1
CANON,fm2-E753-000,#N/A,,1
CANON,FM2-H430-000 (FM),#N/A,,1
CANON,FM2-H613-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-H619-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-P117-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-P119-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-P120-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-P121-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-P911-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-Q820-000000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM2-X996-00000,B2B - DS Copier \ DS Copier Accessories,,1
CANON,FM3-7288-030000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM3-D833-010000,#N/A,,1
CANON,FM4-0880-010000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FM4-3160-010000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,FUSER-2520,#N/A,,1
CANON,FUSER-2900,#N/A,,1
CANON,FY1-1157-000,B2B - DS Copier \ Office Copier / CX - Office Service,,1
CANON,gear-fixing2520,#N/A,,1
CANON,MA2-6772-000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MA2-7326-000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MA2-7326-0200,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MA2-9416-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MA3-0002-030,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MD1-0934-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MD1-0938-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MG1-3457-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MG1-3684-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MG1-4533-000000,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MG1-4806-020,B2B - DS Copier \ Dims / EM - DIMS,,1
CANON,MG1-5060-000000,#N/A,,1
CANON,MPS,MPS Contract,,1
CANON,NCI3-P-PFI050BK(PG)-70ml-C,#N/A,,1
CANON,NCI3-P-PFI050C(PG)-70ml-C,#N/A,,1
CANON,NCI3-P-PFI050M(PG)-70ml-C,#N/A,,1
CANON,NCI3-P-PFI050Y(PG)-70ml-C,#N/A,,1
CANON,NP-C-0710BK(PG)-RB,#N/A,,1
CANON,NP-C-0710C(PG) CA,#N/A,,1
CANON,NP-C-0710C(PG) RB,#N/A,,1
CANON,NP-C-0710M(PG) CA,#N/A,,1
CANON,NP-C-0710M(PG) RB,#N/A,,1
CANON,NP-C-0710MBK(PG)-CA,#N/A,,1
CANON,NP-C-0710MBK(PG)-RB,#N/A,,1
CANON,NP-C-0710Y(PG) CA,#N/A,,1
CANON,NP-C-0710Y(PG) RB,#N/A,,1
CANON,NP-C-1700C(PG),#N/A,,1
CANON,NP-C-1700CO(PG),#N/A,,1
CANON,NP-C-1700GY(PG),#N/A,,1
CANON,NP-C-1700M(PG),#N/A,,1
CANON,NP-C-1700MBK(PG),#N/A,,1
CANON,NP-C-1700PBK(PG),#N/A,,1
CANON,NP-C-1700PC(PG),#N/A,,1
CANON,NP-C-1700PGY(PG),#N/A,,1
CANON,NP-C-1700PM(PG),#N/A,,1
CANON,NP-C-1700Y(PG),#N/A,,1
CANON,NP-C-PFI2700MBK(PG)- RB,#N/A,,1
CANON,NP-C-PFI320BK(PG) -CA,#N/A,,1
CANON,NP-C-PFI320C(PG) RB,#N/A,,1
CANON,NP-C-PFI320M(PG) RB,#N/A,,1
CANON,NP-C-PFI320MBK(PG) -RB,#N/A,,1
CANON,NP-C-PFI320Y,#N/A,,1
CANON,NP-C-PFI321M(PG) RB,#N/A,,1
CANON,NP-C-PFI3700BL(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700C(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700CO(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700GY(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700M(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700PBK(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700PC(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700PGY(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700PM(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700R(PG)- RB,#N/A,,1
CANON,NP-C-PFI3700Y(PG)- RB,#N/A,,1
CANON,QD1-2702-0000,B2B - IPS \ LFP / BR - LFP - BU,,1
CANON,QY6-8028-0100000,B2C - Opp \ MB - Machine / CQ - IJ SFP (Inkjet Single Function Printer),,1
CANON,Ruler Canon C 710,#N/A,,1
CANON,SV001,Service Labour,,1
CANON,SV002,FSMA Contract,,1
CANON,SYLINDER -3326,#N/A,,1
