company_code,doc_no,bp_id,posting_date,due_date,open_amount_lc,days_overdue
CANON,100396,CU-02278,2026-02-09 00:00:00,2026-02-09 00:00:00,160000,41
CANON,100400,CU-02276,2026-02-09 00:00:00,2026-02-09 00:00:00,1000000,41
CANON,100401,CU-02274,2026-02-09 00:00:00,2026-02-09 00:00:00,95000,41
CANON,100404,CU-01636,2026-02-09 00:00:00,2026-02-09 00:00:00,275000,41
CANON,100407,CU-02282,2026-02-10 00:00:00,2026-02-10 00:00:00,460000,40
CANON,100409,CU-01514,2026-02-08 00:00:00,2026-02-08 00:00:00,231000,42
CANON,100410,CU-01514,2026-02-09 00:00:00,2026-02-09 00:00:00,715125,41
CANON,100413,CU-01595,2026-02-04 00:00:00,2026-02-04 00:00:00,5063500,46
CANON,100419,CU-00728,2026-02-05 00:00:00,2026-03-07 00:00:00,51499999.87,15
CANON,100425,CU-01854,2026-01-27 00:00:00,2026-01-27 00:00:00,5055000,54
CANON,100435,CU-00717,2026-02-11 00:00:00,2026-03-13 00:00:00,3199999.94,9
CANON,100440,CU-00237,2026-02-12 00:00:00,2026-02-12 00:00:00,300000,38
CANON,100442,CU-01078,2026-02-11 00:00:00,2026-02-11 00:00:00,950000,39
CANON,100448,CU-02285,2026-02-12 00:00:00,2026-02-12 00:00:00,1900000,38
CANON,100456,CU-02288,2026-02-12 00:00:00,2026-02-12 00:00:00,3350000.01,38
CANON,100458,CU-02023,2026-02-14 00:00:00,2026-02-14 00:00:00,665,36
CANON,100459,CU-01749,2026-02-15 00:00:00,2026-02-15 00:00:00,150000,35
CANON,100464,CU-00087,2026-02-16 00:00:00,2026-03-18 00:00:00,5999999.99,4
CANON,100466,CU-00072,2026-02-12 00:00:00,2026-02-12 00:00:00,3690000.01,38
CANON,100467,CU-00717,2026-02-16 00:00:00,2026-03-18 00:00:00,32500000,4
CANON,100473,CU-02298,2026-02-16 00:00:00,2026-02-16 00:00:00,460000,34
CANON,100474,CU-02300,2026-02-15 00:00:00,2026-02-15 00:00:00,35000,35
CANON,100475,CU-02300,2026-02-15 00:00:00,2026-02-15 00:00:00,415000,35
CANON,100477,CU-02302,2026-02-16 00:00:00,2026-02-16 00:00:00,100000,34
CANON,100479,CU-02305,2026-02-17 00:00:00,2026-02-17 00:00:00,805000,33
CANON,100485,CU-01078,2026-02-10 00:00:00,2026-02-10 00:00:00,1100000.01,40
CANON,100488,CU-02304,2026-02-15 00:00:00,2026-02-15 00:00:00,1087200,35
CANON,100491,CU-02287,2026-02-18 00:00:00,2026-02-18 00:00:00,75000,32
CANON,100496,CU-02308,2026-02-19 00:00:00,2026-02-19 00:00:00,445000,31
CANON,100498,CU-02303,2026-02-19 00:00:00,2026-02-19 00:00:00,150000,31
CANON,100500,CU-02313,2026-02-19 00:00:00,2026-02-19 00:00:00,2370000,31
CANON,100503,CU-02108,2026-02-16 00:00:00,2026-02-16 00:00:00,50000,34
CANON,100504,CU-02303,2026-02-19 00:00:00,2026-02-19 00:00:00,125000,31
CANON,100507,CU-01353,2026-02-15 00:00:00,2026-02-15 00:00:00,100000,35
CANON,100509,CU-00815,2026-02-19 00:00:00,2026-02-19 00:00:00,2580000,31
CANON,100510,CU-02270,2026-02-19 00:00:00,2026-02-19 00:00:00,1345000,31
CANON,100511,CU-02270,2026-02-19 00:00:00,2026-02-19 00:00:00,115000,31
CANON,100514,CU-01569,2026-02-18 00:00:00,2026-02-18 00:00:00,798000,32
CANON,100517,CU-00218,2026-02-22 00:00:00,2026-02-22 00:00:00,165000,28
CANON,100519,CU-02306,2026-02-19 00:00:00,2026-02-19 00:00:00,175000,31
CANON,100522,CU-02316,2026-02-19 00:00:00,2026-02-19 00:00:00,65000,31
CANON,100523,CU-02314,2026-02-19 00:00:00,2026-02-19 00:00:00,95000,31
CANON,100531,CU-01345,2026-02-22 00:00:00,2026-02-22 00:00:00,1650000,28
CANON,100532,CU-00870,2026-02-22 00:00:00,2026-02-22 00:00:00,65000,28
CANON,100535,CU-01239,2026-02-18 00:00:00,2026-04-04 00:00:00,49999999.16,0
CANON,100539,CU-00147,2026-02-23 00:00:00,2026-03-25 00:00:00,2500000.03,0
CANON,100543,CU-02313,2026-02-21 00:00:00,2026-02-21 00:00:00,2940000,29
CANON,100544,CU-02313,2026-02-23 00:00:00,2026-02-23 00:00:00,1960000.01,27
CANON,100547,CU-01697,2026-02-24 00:00:00,2026-02-24 00:00:00,610000,26
CANON,100549,CU-01714,2026-02-24 00:00:00,2026-02-24 00:00:00,60000,26
CANON,100550,CU-01714,2026-02-24 00:00:00,2026-02-24 00:00:00,135000,26
CANON,100553,CU-02251,2026-02-24 00:00:00,2026-02-24 00:00:00,40000,26
CANON,100554,CU-02147,2026-02-24 00:00:00,2026-02-24 00:00:00,230000,26
CANON,100557,CU-00098,2026-02-24 00:00:00,2026-03-26 00:00:00,125499,0
CANON,100558,CU-00098,2026-02-24 00:00:00,2026-03-26 00:00:00,2000000,0
CANON,100560,CU-00029,2026-02-24 00:00:00,2026-03-26 00:00:00,12939500,0
CANON,100562,CU-02202,2026-02-24 00:00:00,2026-02-24 00:00:00,1000000,26
CANON,100568,CU-01907,2026-02-25 00:00:00,2026-02-25 00:00:00,150000,25
CANON,100570,CU-02304,2026-02-22 00:00:00,2026-02-22 00:00:00,3304800,28
CANON,100575,CU-01781,2026-02-25 00:00:00,2026-02-25 00:00:00,5845000,25
CANON,100576,CU-01781,2026-02-25 00:00:00,2026-02-25 00:00:00,25,25
CANON,100577,CU-00084,2026-02-25 00:00:00,2026-03-27 00:00:00,5399999.98,0
CANON,100579,CU-00146,2026-02-25 00:00:00,2026-03-27 00:00:00,2800000,0
CANON,100583,CU-01569,2026-02-26 00:00:00,2026-02-26 00:00:00,350000,24
CANON,100585,CU-02330,2026-02-26 00:00:00,2026-02-26 00:00:00,15000,24
CANON,100592,CU-02039,2026-02-25 00:00:00,2026-02-25 00:00:00,1042500,25
CANON,100593,CU-00781,2026-02-26 00:00:00,2026-02-26 00:00:00,40000,24
CANON,100594,CU-02328,2026-02-26 00:00:00,2026-02-26 00:00:00,110000,24
CANON,100603,CU-02325,2026-02-26 00:00:00,2026-02-26 00:00:00,430000,24
CANON,100609,CU-00098,2026-02-26 00:00:00,2026-03-28 00:00:00,4000000.97,0
CANON,100611,CU-01359,2026-02-28 00:00:00,2026-02-28 00:00:00,220146.5,22
CANON,100612,CU-02336,2026-03-01 00:00:00,2026-03-01 00:00:00,720000,21
CANON,100616,CU-02044,2026-02-28 00:00:00,2026-02-28 00:00:00,540,22
CANON,100619,CU-00098,2026-03-01 00:00:00,2026-03-31 00:00:00,7000000,0
CANON,100620,CU-00084,2026-03-01 00:00:00,2026-03-31 00:00:00,29559999.9,0
CANON,100621,CU-00029,2026-03-01 00:00:00,2026-03-31 00:00:00,1080000,0
CANON,100623,CU-02020,2026-02-28 00:00:00,2026-02-28 00:00:00,334230,22
CANON,100625,CU-01502,2026-02-28 00:00:00,2026-02-28 00:00:00,18165,22
CANON,100626,CU-02036,2026-02-28 00:00:00,2026-02-28 00:00:00,105,22
CANON,100628,CU-02166,2026-03-02 00:00:00,2026-03-02 00:00:00,270000,20
CANON,100631,CU-00182,2026-03-02 00:00:00,2026-04-01 00:00:00,255000,0
CANON,100635,CU-02335,2026-03-01 00:00:00,2026-03-01 00:00:00,1960500,21
CANON,100637,CU-00096,2026-03-02 00:00:00,2026-04-01 00:00:00,3326.89,0
CANON,100641,CU-02136,2026-03-03 00:00:00,2026-03-03 00:00:00,150000,19
CANON,100642,CU-02166,2026-03-03 00:00:00,2026-03-03 00:00:00,235000,19
CANON,100643,CU-02166,2026-03-03 00:00:00,2026-03-03 00:00:00,130000,19
CANON,100644,CU-02166,2026-03-03 00:00:00,2026-03-03 00:00:00,150000,19
CANON,100646,CU-00506,2026-03-03 00:00:00,2026-04-02 00:00:00,330000,0
CANON,100648,CU-00944,2026-03-03 00:00:00,2026-03-03 00:00:00,360000,19
CANON,100649,CU-00728,2026-03-03 00:00:00,2026-04-02 00:00:00,21000000,0
CANON,100653,CU-01332,2026-02-28 00:00:00,2026-02-28 00:00:00,904095,22
CANON,100654,CU-01332,2026-02-28 00:00:00,2026-02-28 00:00:00,637282.5,22
CANON,100655,CU-02007,2026-02-28 00:00:00,2026-02-28 00:00:00,1090035,22
CANON,100656,CU-02012,2026-02-28 00:00:00,2026-02-28 00:00:00,962527.5,22
CANON,100657,CU-02012,2026-02-28 00:00:00,2026-02-28 00:00:00,1078084,22
CANON,100658,CU-02091,2026-02-28 00:00:00,2026-03-30 00:00:00,575,0
CANON,100659,CU-02091,2026-02-28 00:00:00,2026-03-30 00:00:00,365,0
CANON,100660,CU-01848,2026-02-28 00:00:00,2026-02-28 00:00:00,415,22
CANON,100661,CU-01514,2026-02-28 00:00:00,2026-02-28 00:00:00,759570,22
CANON,100663,CU-02267,2026-03-04 00:00:00,2026-03-04 00:00:00,115000,18
CANON,100671,CU-00096,2026-03-04 00:00:00,2026-04-03 00:00:00,275000,0
CANON,100675,CU-00096,2026-03-04 00:00:00,2026-04-03 00:00:00,5899999.98,0
CANON,100676,CU-01622,2026-03-04 00:00:00,2026-03-04 00:00:00,1863330,18
CANON,100678,CU-01569,2026-03-05 00:00:00,2026-03-05 00:00:00,350000,17
CANON,100680,CU-01330,2026-02-28 00:00:00,2026-02-28 00:00:00,815000,22
CANON,100681,CU-01330,2026-02-28 00:00:00,2026-02-28 00:00:00,3078117,22
CANON,100691,CU-00146,2026-03-05 00:00:00,2026-04-04 00:00:00,6110000,0
CANON,100692,CU-00146,2026-03-05 00:00:00,2026-04-04 00:00:00,560000,0
CANON,100693,CU-00930,2026-03-05 00:00:00,2026-03-05 00:00:00,200000,17
CANON,100708,CU-00134,2026-03-09 00:00:00,2026-04-08 00:00:00,2390000,0
CANON,100710,CU-00506,2026-03-09 00:00:00,2026-04-08 00:00:00,275000,0
CANON,100711,CU-00506,2026-03-09 00:00:00,2026-04-08 00:00:00,180000,0
CANON,100718,CU-02346,2026-03-09 00:00:00,2026-03-09 00:00:00,1634999.99,13
CANON,100725,CU-02345,2026-03-10 00:00:00,2026-03-10 00:00:00,140000,12
CANON,100726,CU-02073,2026-03-11 00:00:00,2026-03-11 00:00:00,25000,11
CANON,100727,CU-02334,2026-03-11 00:00:00,2026-03-11 00:00:00,40000,11
CANON,100728,CU-01584,2026-03-11 00:00:00,2026-03-11 00:00:00,50000,11
CANON,100729,CU-00210,2026-03-11 00:00:00,2026-03-11 00:00:00,50000,11
CANON,100730,CU-00105,2026-03-11 00:00:00,2026-03-11 00:00:00,50000,11
CANON,100731,CU-02340,2026-03-11 00:00:00,2026-03-11 00:00:00,65000,11
CANON,100732,CU-02339,2026-03-11 00:00:00,2026-03-11 00:00:00,75000,11
CANON,100733,CU-02348,2026-03-11 00:00:00,2026-03-11 00:00:00,150000,11
CANON,100735,CU-02305,2026-03-10 00:00:00,2026-03-10 00:00:00,1025000,12
CANON,100740,CU-01514,2026-03-11 00:00:00,2026-03-11 00:00:00,227430,11
CANON,100742,CU-02350,2026-03-12 00:00:00,2026-03-12 00:00:00,125000,10
CANON,100745,CU-00146,2026-03-12 00:00:00,2026-04-11 00:00:00,130000,0
CANON,100748,CU-00131,2026-03-11 00:00:00,2026-04-10 00:00:00,2575000,0
CANON,100749,CU-00098,2026-03-10 00:00:00,2026-04-09 00:00:00,550000,0
CANON,100759,CU-00029,2026-03-16 00:00:00,2026-04-15 00:00:00,14100000,0
CANON,100760,CU-00717,2026-03-16 00:00:00,2026-04-15 00:00:00,70500000,0
CANON,100763,CU-02353,2026-03-16 00:00:00,2026-03-16 00:00:00,25000,6
CANON,100768,CU-02351,2026-03-17 00:00:00,2026-03-17 00:00:00,260000,5
CANON,100769,CU-02365,2026-03-17 00:00:00,2026-03-17 00:00:00,190000,5
CANON,100770,CU-01749,2026-03-17 00:00:00,2026-03-17 00:00:00,150000,5
CANON,100773,CU-02320,2026-03-17 00:00:00,2026-03-17 00:00:00,955000,5
CANON,100774,CU-02268,2026-03-17 00:00:00,2026-03-17 00:00:00,14519848.2,5
CANON,100775,CU-02005,2026-03-17 00:00:00,2026-03-17 00:00:00,150000,5
CANON,100776,CU-00147,2026-03-18 00:00:00,2026-04-17 00:00:00,5500000,0
CANON,100777,CU-00865,2026-03-16 00:00:00,2026-04-15 00:00:00,3100000,0
CANON,100778,CU-02366,2026-03-18 00:00:00,2026-03-18 00:00:00,410000,4
CANON,100779,CU-00146,2026-03-18 00:00:00,2026-04-17 00:00:00,2800000,0
CANON,100780,CU-00352,2026-03-16 00:00:00,2026-04-15 00:00:00,2700000,0
